#,URL,University Name (Tab Title),Status
322,https://mcbu.ac.in/,MCBU - Maharaja Chhatrasal Bundelkhand University,OK
323,https://mcu.karnataka.gov.in/english,Maharani Cluster University - Index,OK
324,https://mgsubikaner.ac.in/,Maharaja Ganga Singh University,OK
325,https://mguvv.ac.in/,Mahatma Gandhi Udyanikee Evam Vanikee Vishwavidyalaya,OK
326,https://mkuniversity.ac.in/,MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE,OK
327,https://mlu.ac.in/,Madusudan Law University - Madusudan Law University,OK
328,https://mnlumumbai.edu.in/,Maharashtra National Law University Mumbai,OK
329,https://mpmsu.edu.in/,"Madhya Pradesh Medical Science University, Hindi medical education",OK
330,https://mpublp.ac.in/,"Maa Pateswari University, Balrampur | State University in Uttar Prades",OK
331,https://mrsptu.ac.in/,,TIMEOUT
332,https://msbrijuniversity.ac.in/,"Maharaja Surajmal Brij University – Best University in Rajasthan, India",OK
333,https://msdsu.ac.in/,"Maharaja Suhel Dev University, Azamgarh | Azamgarh University",OK
